timestamp,x,y,z,qx,qy,qz,qw
1490071844.3356419,0.561055641231299,-0.43959397077560425,0.0,0.0,0.0,-0.7724549949487136,0.6350695086199485
1490071844.4068084,0.5614244236689849,-0.437208890914917,0.0,0.0,0.0,-0.772462856513805,0.6350599462306946
1490071844.4795897,0.5616802216974107,-0.43779462575912476,0.0,0.0,0.0,-0.7724684713131734,0.6350531165399387
1490071844.5516906,0.561559812349345,-0.4383063316345215,0.0,0.0,0.0,-0.7724386044183572,0.6350894444125336
1490071844.6242971,0.5616194723060542,-0.4379081130027771,0.0,0.0,0.0,-0.7724525011122494,0.6350725419394467
1490071844.6989045,0.5594814337028392,-0.44144052267074585,0.0,0.0,0.0,-0.772470161807642,0.6350510602438794
1490071844.7727046,0.5600617920111342,-0.44190776348114014,0.0,0.0,0.0,-0.7724557456024924,0.6350685955750744
1490071844.8444517,0.5604811020502625,-0.44028007984161377,0.0,0.0,0.0,-0.7724065300585891,0.6351284534036009
1490071844.917456,0.5622742995421143,-0.43874698877334595,0.0,0.0,0.0,-0.7725110450886418,0.6350013269403887
1490071844.989879,0.5603008017639055,-0.4388296902179718,0.0,0.0,0.0,-0.7723684958756903,0.6351747055564505
1490071845.0619154,0.5615707818468202,-0.44006800651550293,0.0,0.0,0.0,-0.7725010096243042,0.6350135353907275
1490071845.1328452,0.5618501425690778,-0.43880730867385864,0.0,0.0,0.0,-0.7724575964885312,0.6350663442721253
1490071845.2033367,0.5615455770363819,-0.4385380446910858,0.0,0.0,0.0,-0.7725083751289143,0.6350045750667349
1490071845.2754142,0.5608266172818093,-0.4391077160835266,0.0,0.0,0.0,-0.7724375321973761,0.6350907485177434
1490071845.3490741,0.5602552651605647,-0.4382604658603668,0.0,0.0,0.0,-0.7723971067323142,0.6351399133352823
1490071845.4243996,0.560345011965195,-0.43935415148735046,0.0,0.0,0.0,-0.7723787837851277,0.6351621953159735
1490071845.4974055,0.5610899422725381,-0.44000908732414246,0.0,0.0,0.0,-0.7724797552734322,0.6350393906622631
1490071845.5699635,0.5607930163819854,-0.441023051738739,0.0,0.0,0.0,-0.772445985047492,0.6350804674873963
1490071845.640709,0.5615419439151181,-0.4383658766746521,0.0,0.0,0.0,-0.7724622089277016,0.6350607339290754
1490071845.713953,0.5607982091187723,-0.4386608302593231,0.0,0.0,0.0,-0.7724054464972762,0.6351297711659748
1490071845.7916195,0.5614325534742788,-0.43959498405456543,0.0,0.0,0.0,-0.7724632341087575,0.6350594869382229
1490071845.8890529,0.5616031437772109,-0.437267541885376,0.0,0.0,0.0,-0.7724353479247074,0.6350934051589863
1490071845.9720862,0.5601276994408041,-0.44045206904411316,0.0,0.0,0.0,-0.7723889814703139,0.6351497943818065
1490071846.0590694,0.5596684483861666,-0.4391446113586426,0.0,0.0,0.0,-0.772369344186192,0.6351736740147467
1490071846.1411142,0.5606648977470868,-0.43781882524490356,0.0,0.0,0.0,-0.7723809136324145,0.6351596053405448
1490071846.2240157,0.5606164043086812,-0.43828916549682617,0.0,0.0,0.0,-0.7723897781694105,0.6351488255357235
1490071846.3090262,0.5607981727724143,-0.43589961528778076,0.0,0.0,0.0,-0.7723585832842519,0.6351867590143417
1490071846.427286,0.5605365105493244,-0.43897950649261475,0.0,0.0,0.0,-0.7724145936453874,0.6351186468083196
1490071846.5031757,0.5602203902334522,-0.43877077102661133,0.0,0.0,0.0,-0.7723484040403267,0.6351991363158174
1490071846.5824437,0.5605294580507799,-0.43936845660209656,0.0,0.0,0.0,-0.7723911244002698,0.6351471884120143
1490071846.6599128,0.5609081140193094,-0.4386257231235504,0.0,0.0,0.0,-0.7724000179095935,0.635136373020204
1490071846.7371085,0.5612880551260004,-0.43781542778015137,0.0,0.0,0.0,-0.7724328856300426,0.6350963999246457
1490071846.8155074,0.5608595989434433,-0.438678115606308,0.0,0.0,0.0,-0.7724282904987452,0.6351019886893648
1490071846.8975549,0.5626235095152259,-0.43707194924354553,0.0,0.0,0.0,-0.7724687532974055,0.635052773538666
1490071846.9748442,0.5613451074929143,-0.43880635499954224,0.0,0.0,0.0,-0.772421043284628,0.6351108028455247
1490071847.0515025,0.5620491707649511,-0.4369552731513977,0.0,0.0,0.0,-0.7724845079957232,0.6350336092732457
1490071847.1288702,0.5618460708193399,-0.4381031394004822,0.0,0.0,0.0,-0.7724870928968081,0.6350304648659293
